       sample #	     V5	   MLII
           1350	    979	   1023
           1351	    980	   1026
           1352	    983	   1030
           1353	    984	   1028
           1354	    985	   1026
           1355	    981	   1022
           1356	    980	   1025
           1357	    976	   1023
           1358	    978	   1026
           1359	    981	   1027
           1360	    981	   1024
           1361	    977	   1022
           1362	    975	   1023
           1363	    975	   1024
           1364	    979	   1026
           1365	    979	   1025
           1366	    978	   1023
           1367	    977	   1020
           1368	    975	   1021
           1369	    975	   1021
           1370	    980	   1024
           1371	    978	   1025
           1372	    980	   1022
           1373	    976	   1019
           1374	    974	   1020
           1375	    974	   1023
           1376	    976	   1025
           1377	    977	   1022
           1378	    977	   1022
           1379	    973	   1017
           1380	    975	   1018
           1381	    972	   1017
           1382	    975	   1021
           1383	    976	   1021
           1384	    975	   1020
           1385	    972	   1015
           1386	    970	   1016
           1387	    968	   1018
           1388	    973	   1021
           1389	    975	   1021
           1390	    975	   1016
           1391	    971	   1016
           1392	    966	   1016
           1393	    969	   1019
           1394	    970	   1020
           1395	    974	   1021
           1396	    973	   1019
           1397	    972	   1017
           1398	    970	   1016
           1399	    969	   1018
           1400	    970	   1020
           1401	    974	   1019
           1402	    974	   1019
           1403	    970	   1016
           1404	    966	   1017
           1405	    969	   1019
           1406	    972	   1020
           1407	    975	   1021
           1408	    974	   1020
           1409	    971	   1015
           1410	    965	   1014
           1411	    966	   1018
           1412	    971	   1021
           1413	    973	   1022
           1414	    971	   1018
           1415	    967	   1013
           1416	    964	   1017
           1417	    965	   1017
           1418	    971	   1020
           1419	    972	   1019
           1420	    973	   1020
           1421	    972	   1017
           1422	    970	   1014
           1423	    970	   1018
           1424	    972	   1020
           1425	    974	   1019
           1426	    973	   1020
           1427	    973	   1017
           1428	    971	   1017
           1429	    968	   1019
           1430	    972	   1021
           1431	    976	   1021
           1432	    975	   1019
           1433	    973	   1016
           1434	    968	   1015
           1435	    969	   1018
           1436	    970	   1021
           1437	    973	   1022
           1438	    976	   1020
           1439	    972	   1017
           1440	    970	   1015
           1441	    969	   1017
           1442	    971	   1021
           1443	    973	   1022
           1444	    972	   1022
           1445	    970	   1018
           1446	    970	   1017
           1447	    970	   1019
           1448	    970	   1020
           1449	    975	   1021
           1450	    975	   1020
           1451	    973	   1014
           1452	    971	   1017
           1453	    971	   1019
           1454	    973	   1019
           1455	    978	   1021
           1456	    974	   1017
           1457	    974	   1016
           1458	    973	   1015
           1459	    970	   1019
           1460	    973	   1022
           1461	    975	   1022
           1462	    975	   1019
           1463	    972	   1016
           1464	    969	   1017
           1465	    969	   1020
           1466	    973	   1021
           1467	    976	   1023
           1468	    974	   1020
           1469	    974	   1020
           1470	    972	   1019
           1471	    970	   1022
           1472	    976	   1022
           1473	    981	   1025
           1474	    982	   1023
           1475	    981	   1023
           1476	    981	   1026
           1477	    980	   1027
           1478	    984	   1031
           1479	    987	   1029
           1480	    987	   1026
           1481	    985	   1029
           1482	    986	   1028
           1483	    985	   1028
           1484	    989	   1031
           1485	    989	   1031
           1486	    988	   1031
           1487	    984	   1027
           1488	    983	   1024
           1489	    981	   1026
           1490	    979	   1026
           1491	    981	   1027
           1492	    977	   1026
           1493	    977	   1022
           1494	    976	   1024
           1495	    975	   1025
           1496	    979	   1031
           1497	    979	   1031
           1498	    981	   1029
           1499	    983	   1027
           1500	    981	   1024
           1501	    982	   1023
           1502	    982	   1023
           1503	    979	   1018
           1504	    975	   1019
           1505	    970	   1016
           1506	    966	   1018
           1507	    969	   1019
           1508	    970	   1020
           1509	    975	   1018
           1510	    973	   1016
           1511	    971	   1015
           1512	    968	   1016
           1513	    968	   1017
           1514	    970	   1021
           1515	    973	   1020
           1516	    973	   1019
           1517	    969	   1014
           1518	    968	   1015
           1519	    968	   1017
           1520	    969	   1020
           1521	    972	   1019
           1522	    971	   1019
           1523	    969	   1015
           1524	    968	   1014
           1525	    968	   1018
           1526	    972	   1020
           1527	    974	   1019
           1528	    974	   1018
           1529	    969	   1017
           1530	    969	   1015
           1531	    969	   1018
           1532	    972	   1021
           1533	    975	   1022
           1534	    973	   1023
           1535	    973	   1020
           1536	    969	   1023
           1537	    972	   1031
           1538	    977	   1037
           1539	    982	   1046
           1540	    985	   1053
           1541	    985	   1064
           1542	    987	   1077
           1543	    995	   1091
           1544	    993	   1115
           1545	    986	   1146
           1546	    972	   1177
           1547	    961	   1205
           1548	    953	   1240
           1549	    941	   1273
           1550	    931	   1307
           1551	    924	   1339
           1552	    926	   1380
           1553	    939	   1413
           1554	    957	   1431
           1555	    986	   1421
           1556	   1011	   1371
           1557	   1027	   1284
           1558	   1022	   1180
           1559	    993	   1101
           1560	    949	   1050
           1561	    909	   1026
           1562	    891	   1016
           1563	    893	   1015
           1564	    898	   1013
           1565	    909	   1013
           1566	    922	   1016
           1567	    949	   1015
           1568	    965	   1017
           1569	    971	   1014
           1570	    973	   1012
           1571	    973	   1002
           1572	    970	   1000
           1573	    970	    999
           1574	    974	   1002
           1575	    978	   1002
           1576	    980	    998
           1577	    979	    997
           1578	    977	    996
           1579	    977	    998
           1580	    983	   1000
           1581	    985	    998
           1582	    985	    995
           1583	    984	    992
           1584	    983	    995
           1585	    984	    995
           1586	    987	    998
           1587	    990	    998
           1588	    989	    996
           1589	    987	    994
           1590	    984	    994
           1591	    985	    995
           1592	    986	    998
           1593	    990	    996
           1594	    988	    995
           1595	    984	    992
           1596	    984	    989
           1597	    987	    992
           1598	    988	    993
           1599	    992	    994
           1600	    991	    989
           1601	    988	    989
           1602	    987	    989
           1603	    990	    991
           1604	    992	    993
           1605	    994	    994
           1606	    994	    990
           1607	    992	    986
           1608	    991	    987
           1609	    990	    989
           1610	    993	    990
           1611	    997	    992
           1612	    995	    991
           1613	    993	    989
           1614	    992	    986
           1615	    994	    990
           1616	    995	    993
           1617	    997	    993
           1618	    997	    994
           1619	    993	    988
           1620	    996	    988
           1621	    996	    990
           1622	    998	    993
           1623	   1000	    992
           1624	    999	    991
           1625	    998	    989
           1626	    996	    992
           1627	    997	    993
           1628	   1003	    995
           1629	   1008	    997
           1630	   1007	    995
           1631	   1003	    992
           1632	   1003	    992
           1633	   1004	    996
           1634	   1004	    998
           1635	   1011	   1000
           1636	   1012	   1000
           1637	   1009	    994
           1638	   1008	    998
           1639	   1010	   1001
           1640	   1012	   1003
           1641	   1017	   1003
           1642	   1016	   1002
           1643	   1015	   1002
           1644	   1012	   1007
           1645	   1017	   1008
           1646	   1020	   1015
           1647	   1023	   1015
           1648	   1022	   1015
           1649	   1024	   1014
           1650	   1024	   1019
           1651	   1023	   1024
           1652	   1029	   1031
           1653	   1031	   1033
           1654	   1032	   1033
           1655	   1031	   1034
           1656	   1029	   1037
           1657	   1029	   1043
           1658	   1032	   1050
           1659	   1035	   1052
           1660	   1036	   1053
           1661	   1032	   1052
           1662	   1034	   1057
           1663	   1033	   1061
           1664	   1036	   1065
           1665	   1036	   1066
           1666	   1034	   1066
           1667	   1030	   1060
           1668	   1026	   1062
           1669	   1025	   1063
           1670	   1027	   1063
           1671	   1025	   1062
           1672	   1024	   1060
           1673	   1017	   1054
           1674	   1014	   1052
           1675	   1012	   1051
           1676	   1014	   1051
           1677	   1014	   1049
           1678	   1010	   1046
           1679	   1006	   1041
           1680	   1004	   1038
           1681	    999	   1040
           1682	   1004	   1038
           1683	   1003	   1038
           1684	   1000	   1032
           1685	    996	   1030
           1686	    994	   1030
           1687	    992	   1028
           1688	    997	   1032
           1689	    996	   1031
           1690	    994	   1026
           1691	    992	   1027
           1692	    990	   1024
           1693	    989	   1026
           1694	    988	   1030
           1695	    994	   1029
           1696	    993	   1026
           1697	    991	   1023
           1698	    987	   1024
           1699	    988	   1026
           1700	    990	   1027
           1701	    988	   1027
           1702	    991	   1024
           1703	    987	   1021
           1704	    985	   1023
           1705	    986	   1026
           1706	    987	   1029
           1707	    992	   1027
           1708	    989	   1025
           1709	    987	   1021
           1710	    983	   1021
           1711	    987	   1024
           1712	    991	   1023
           1713	    990	   1023
           1714	    989	   1022
           1715	    988	   1019
           1716	    985	   1019
           1717	    988	   1019
           1718	    988	   1020
           1719	    990	   1021
           1720	    987	   1018
           1721	    985	   1018
           1722	    985	   1017
           1723	    987	   1017
           1724	    989	   1022
           1725	    989	   1020
           1726	    989	   1017
           1727	    985	   1016
           1728	    981	   1016
           1729	    985	   1017
           1730	    989	   1019
           1731	    990	   1018
           1732	    987	   1017
           1733	    985	   1016
           1734	    984	   1016
           1735	    985	   1018
           1736	    990	   1020
           1737	    990	   1018
           1738	    990	   1017
           1739	    988	   1016
           1740	    986	   1015
           1741	    987	   1020
           1742	    989	   1021
           1743	    992	   1019
           1744	    990	   1018
           1745	    991	   1016
           1746	    987	   1017
           1747	    986	   1019
           1748	    991	   1023
           1749	    992	   1023
           1750	    991	   1021
           1751	    989	   1018
           1752	    986	   1019
           1753	    987	   1020
           1754	    988	   1024
           1755	    992	   1026
           1756	    991	   1023
           1757	    989	   1020
           1758	    986	   1021
           1759	    988	   1022
           1760	    992	   1026
           1761	    994	   1025
           1762	    992	   1023
           1763	    989	   1020
           1764	    986	   1020
           1765	    986	   1023
           1766	    987	   1026
           1767	    990	   1026
           1768	    990	   1026
           1769	    985	   1022
           1770	    984	   1021
           1771	    985	   1022
           1772	    984	   1024
           1773	    988	   1024
           1774	    987	   1025
           1775	    985	   1021
           1776	    981	   1020
           1777	    984	   1022
           1778	    984	   1023
           1779	    987	   1023
           1780	    983	   1023
           1781	    985	   1022
           1782	    980	   1019
           1783	    978	   1021
           1784	    982	   1024
           1785	    984	   1023
           1786	    983	   1022
           1787	    982	   1019
           1788	    980	   1022
           1789	    982	   1020
           1790	    985	   1025
           1791	    987	   1022
           1792	    983	   1022
           1793	    981	   1019
           1794	    979	   1018
           1795	    980	   1020
           1796	    985	   1022
           1797	    984	   1022
           1798	    984	   1021
           1799	    978	   1019
           1800	    978	   1015
           1801	    979	   1022
           1802	    979	   1021
           1803	    979	   1020
           1804	    983	   1020
           1805	    980	   1018
           1806	    975	   1016
           1807	    978	   1023
           1808	    978	   1024
           1809	    980	   1024
           1810	    982	   1022
           1811	    980	   1017
           1812	    977	   1019
           1813	    979	   1020
           1814	    980	   1025
           1815	    983	   1023
           1816	    983	   1023
           1817	    980	   1020
           1818	    979	   1018
           1819	    976	   1023
           1820	    982	   1024
           1821	    983	   1024
           1822	    981	   1023
           1823	    981	   1018
           1824	    979	   1019
           1825	    980	   1022
           1826	    982	   1024
           1827	    981	   1025
           1828	    983	   1021
           1829	    978	   1020
           1830	    977	   1018
           1831	    977	   1022
           1832	    980	   1025
           1833	    982	   1024
           1834	    981	   1025
           1835	    981	   1020
           1836	    978	   1020
           1837	    977	   1021
           1838	    979	   1025
           1839	    982	   1024
           1840	    982	   1023
           1841	    980	   1020
           1842	    977	   1018
           1843	    977	   1023
           1844	    977	   1026
           1845	    981	   1022
           1846	    981	   1020
           1847	    976	   1021
           1848	    975	   1020
           1849	    976	   1024
           1850	    979	   1025
           1851	    982	   1025
           1852	    983	   1022
           1853	    978	   1019
           1854	    978	   1021
           1855	    977	   1020
           1856	    983	   1025
           1857	    984	   1025
           1858	    980	   1023
           1859	    980	   1020
           1860	    976	   1020
           1861	    979	   1024
           1862	    984	   1024
           1863	    982	   1024
           1864	    983	   1023
           1865	    980	   1018
           1866	    977	   1020
           1867	    979	   1023
           1868	    978	   1023
           1869	    980	   1022
           1870	    983	   1019
           1871	    980	   1018
           1872	    980	   1019
           1873	    984	   1023
           1874	    987	   1027
           1875	    990	   1027
           1876	    990	   1026
           1877	    989	   1026
           1878	    989	   1026
           1879	    990	   1028
           1880	    994	   1032
           1881	    998	   1034
           1882	    995	   1030
           1883	    992	   1030
           1884	    992	   1032
           1885	    993	   1032
           1886	    995	   1036
           1887	    998	   1036
           1888	    997	   1033
           1889	    994	   1031
           1890	    992	   1030
           1891	    991	   1034
           1892	    994	   1035
           1893	    994	   1033
           1894	    990	   1028
           1895	    987	   1023
           1896	    982	   1024
           1897	    983	   1027
           1898	    986	   1027
           1899	    989	   1029
           1900	    988	   1029
           1901	    983	   1026
           1902	    982	   1028
           1903	    982	   1030
           1904	    986	   1037
           1905	    990	   1033
           1906	    991	   1032
           1907	    988	   1029
           1908	    987	   1031
           1909	    988	   1028
           1910	    991	   1027
           1911	    990	   1025
           1912	    984	   1021
           1913	    978	   1021
           1914	    977	   1021
           1915	    978	   1023
           1916	    981	   1027
           1917	    983	   1028
           1918	    981	   1026
           1919	    978	   1022
           1920	    973	   1021
           1921	    973	   1022
           1922	    975	   1025
           1923	    982	   1026
           1924	    982	   1024
           1925	    977	   1021
           1926	    975	   1020
           1927	    976	   1020
           1928	    976	   1023
           1929	    982	   1024
           1930	    980	   1022
           1931	    976	   1019
           1932	    977	   1020
           1933	    977	   1021
           1934	    982	   1022
           1935	    982	   1024
           1936	    981	   1023
           1937	    978	   1018
           1938	    977	   1020
           1939	    976	   1024
           1940	    979	   1026
           1941	    981	   1025
           1942	    980	   1025
           1943	    980	   1024
           1944	    978	   1023
           1945	    978	   1025
           1946	    983	   1031
           1947	    984	   1034
           1948	    985	   1037
           1949	    985	   1040
           1950	    984	   1046
           1951	    987	   1057
           1952	    995	   1071
           1953	   1003	   1082
           1954	   1008	   1087
           1955	   1006	   1099
           1956	    998	   1123
           1957	    987	   1154
           1958	    979	   1187
           1959	    977	   1218
           1960	    969	   1246
           1961	    956	   1273
           1962	    941	   1300
           1963	    933	   1332
           1964	    934	   1375
           1965	    947	   1415
           1966	    965	   1437
           1967	    988	   1436
           1968	   1007	   1403
           1969	   1029	   1334
           1970	   1039	   1244
           1971	   1026	   1151
           1972	    986	   1079
           1973	    939	   1038
           1974	    905	   1018
           1975	    895	   1014
           1976	    901	   1017
           1977	    912	   1019
           1978	    924	   1017
           1979	    939	   1016
           1980	    958	   1017
           1981	    976	   1017
           1982	    983	   1017
           1983	    986	   1016
           1984	    988	   1009
           1985	    987	   1007
           1986	    984	   1004
           1987	    985	   1003
           1988	    990	   1005
           1989	    990	   1002
           1990	    995	   1001
           1991	    991	    999
           1992	    992	   1000
           1993	    993	   1002
           1994	    997	   1003
           1995	   1001	   1001
           1996	   1000	   1000
           1997	    998	    999
           1998	    994	    997
           1999	    996	   1002
           2000	    998	   1004
           2001	   1001	   1003
           2002	   1003	   1001
           2003	   1001	    997
           2004	    998	    998
           2005	    999	    999
           2006	   1003	   1002
           2007	   1005	   1001
           2008	   1004	    997
           2009	   1000	    995
           2010	   1000	    996
           2011	    999	   1000
           2012	   1004	   1002
           2013	   1005	    999
           2014	   1004	    995
           2015	   1004	    994
           2016	   1000	    994
           2017	   1004	    998
           2018	   1004	    998
           2019	   1008	   1001
           2020	   1006	    995
           2021	   1001	    994
           2022	   1000	    997
           2023	   1005	    997
           2024	   1007	   1000
           2025	   1005	    998
           2026	   1006	    997
           2027	   1003	    996
           2028	   1004	    995
           2029	   1005	    998
           2030	   1009	    999
           2031	   1009	    999
           2032	   1010	    998
           2033	   1005	    993
           2034	   1005	    995
           2035	   1009	   1000
           2036	   1011	   1000
           2037	   1013	   1000
           2038	   1012	   1000
           2039	   1008	    996
           2040	   1005	    997
           2041	   1009	   1000
           2042	   1014	   1004
           2043	   1016	   1001
           2044	   1018	   1001
           2045	   1017	   1000
           2046	   1012	   1001
           2047	   1015	   1003
           2048	   1015	   1006
           2049	   1019	   1005
           2050	   1022	   1005
           2051	   1020	   1004
           2052	   1018	   1003
           2053	   1020	   1007
           2054	   1023	   1010
           2055	   1029	   1009
           2056	   1023	   1010
           2057	   1025	   1010
           2058	   1026	   1012
           2059	   1026	   1016
           2060	   1031	   1023
           2061	   1032	   1025
           2062	   1033	   1024
           2063	   1031	   1024
           2064	   1033	   1028
           2065	   1036	   1033
           2066	   1039	   1040
           2067	   1042	   1039
           2068	   1042	   1043
           2069	   1040	   1043
           2070	   1039	   1049
           2071	   1040	   1056
           2072	   1044	   1058
           2073	   1047	   1061
           2074	   1045	   1063
           2075	   1044	   1066
           2076	   1042	   1067
           2077	   1041	   1071
           2078	   1044	   1077
           2079	   1044	   1075
           2080	   1043	   1074
           2081	   1038	   1071
           2082	   1034	   1071
           2083	   1035	   1071
           2084	   1036	   1072
           2085	   1037	   1070
           2086	   1031	   1066
           2087	   1028	   1060
           2088	   1023	   1058
           2089	   1022	   1057
           2090	   1022	   1060
           2091	   1019	   1055
           2092	   1017	   1050
           2093	   1012	   1045
           2094	   1008	   1043
           2095	   1006	   1044
           2096	   1007	   1043
           2097	   1007	   1041
           2098	   1006	   1038
           2099	   1001	   1035
           2100	    998	   1036
           2101	   1000	   1037
           2102	   1001	   1039
           2103	   1003	   1036
           2104	   1000	   1034
           2105	    997	   1031
           2106	    997	   1034
           2107	    996	   1033
           2108	    996	   1037
           2109	    998	   1035
           2110	   1000	   1035
           2111	    994	   1033
           2112	    993	   1030
           2113	    991	   1034
           2114	    994	   1034
           2115	    997	   1034
           2116	    994	   1034
           2117	    991	   1029
           2118	    991	   1028
           2119	    989	   1031
           2120	    992	   1031
           2121	    993	   1031
           2122	    996	   1029
           2123	    990	   1025
           2124	    987	   1027
           2125	    989	   1030
           2126	    993	   1032
           2127	    995	   1030
           2128	    993	   1027
           2129	    990	   1023
           2130	    989	   1025
           2131	    991	   1026
           2132	    992	   1031
           2133	    996	   1030
           2134	    992	   1027
           2135	    991	   1023
           2136	    989	   1025
           2137	    988	   1026
           2138	    994	   1028
           2139	    995	   1029
           2140	    993	   1026
           2141	    990	   1022
           2142	    987	   1024
           2143	    989	   1025
           2144	    993	   1027
           2145	    994	   1028
           2146	    994	   1028
           2147	    990	   1026
           2148	    991	   1028
           2149	    992	   1029
           2150	    993	   1032
           2151	    994	   1030
           2152	    995	   1029
           2153	    992	   1025
           2154	    989	   1027
           2155	    991	   1030
           2156	    994	   1034
           2157	    995	   1030
           2158	    996	   1030
           2159	    992	   1025
           2160	    992	   1028
           2161	    991	   1030
           2162	    993	   1031
           2163	    997	   1029
           2164	    993	   1029
           2165	    992	   1027
           2166	    988	   1027
           2167	    989	   1027
           2168	    988	   1031
           2169	    992	   1030
           2170	    990	   1028
           2171	    990	   1026
           2172	    988	   1027
           2173	    989	   1029
           2174	    992	   1029
           2175	    992	   1029
           2176	    989	   1028
           2177	    988	   1027
           2178	    983	   1026
           2179	    984	   1027
           2180	    987	   1030
           2181	    990	   1031
           2182	    988	   1025
           2183	    986	   1024
           2184	    982	   1025
           2185	    983	   1027
           2186	    986	   1029
           2187	    988	   1028
           2188	    990	   1027
           2189	    985	   1025
           2190	    983	   1024
           2191	    983	   1027
           2192	    983	   1028
           2193	    987	   1026
           2194	    986	   1027
           2195	    985	   1023
           2196	    983	   1025
           2197	    984	   1026
           2198	    985	   1029
           2199	    988	   1028
           2200	    986	   1025
           2201	    982	   1022
           2202	    982	   1024
           2203	    983	   1024
           2204	    984	   1028
           2205	    987	   1027
           2206	    987	   1026
           2207	    982	   1021
           2208	    979	   1021
           2209	    985	   1025
           2210	    986	   1027
           2211	    988	   1026
           2212	    985	   1027
           2213	    984	   1022
           2214	    980	   1023
           2215	    982	   1025
           2216	    983	   1026
           2217	    986	   1024
           2218	    984	   1023
           2219	    980	   1022
           2220	    978	   1024
           2221	    980	   1024
           2222	    983	   1027
           2223	    986	   1029
           2224	    984	   1023
           2225	    982	   1022
           2226	    980	   1020
           2227	    979	   1024
           2228	    980	   1027
           2229	    982	   1026
           2230	    983	   1026
           2231	    981	   1023
           2232	    979	   1023
           2233	    978	   1024
           2234	    983	   1027
           2235	    985	   1026
           2236	    982	   1023
           2237	    982	   1021
           2238	    977	   1023
           2239	    980	   1026
           2240	    983	   1027
           2241	    981	   1029
           2242	    978	   1027
           2243	    979	   1022
           2244	    975	   1022
           2245	    977	   1025
           2246	    981	   1027
           2247	    983	   1028
           2248	    981	   1024
           2249	    979	   1023
           2250	    977	   1023
           2251	    976	   1026
           2252	    980	   1028
           2253	    984	   1026
           2254	    981	   1026
           2255	    978	   1024
           2256	    979	   1025
           2257	    979	   1025
           2258	    981	   1028
           2259	    984	   1028
           2260	    982	   1026
           2261	    981	   1022
           2262	    980	   1024
           2263	    979	   1027
           2264	    983	   1028
           2265	    984	   1029
           2266	    983	   1026
           2267	    983	   1024
           2268	    976	   1025
           2269	    982	   1028
           2270	    983	   1033
           2271	    988	   1030
           2272	    989	   1028
           2273	    988	   1026
           2274	    987	   1031
           2275	    988	   1035
           2276	    991	   1037
           2277	    996	   1037
           2278	    994	   1035
           2279	    991	   1033
           2280	    990	   1035
           2281	    992	   1038
           2282	    999	   1041
           2283	   1000	   1041
           2284	   1000	   1039
           2285	    996	   1038
           2286	    995	   1039
           2287	    994	   1042
           2288	    995	   1043
           2289	    995	   1040
           2290	    994	   1035
           2291	    989	   1034
           2292	    985	   1033
           2293	    984	   1034
           2294	    985	   1039
           2295	    988	   1040
           2296	    986	   1041
           2297	    983	   1034
           2298	    981	   1038
           2299	    984	   1036
           2300	    986	   1040
           2301	    992	   1039
           2302	    993	   1038
           2303	    989	   1036
           2304	    989	   1036
           2305	    987	   1035
           2306	    992	   1035
           2307	    992	   1033
           2308	    986	   1028
           2309	    980	   1025
           2310	    979	   1026
           2311	    978	   1029
           2312	    981	   1031
           2313	    984	   1029
           2314	    982	   1028
           2315	    982	   1025
           2316	    978	   1025
           2317	    976	   1027
           2318	    980	   1029
           2319	    981	   1028
           2320	    978	   1025
           2321	    973	   1023
           2322	    974	   1024
           2323	    976	   1027
           2324	    981	   1030
           2325	    982	   1027
           2326	    980	   1024
           2327	    977	   1023
           2328	    975	   1023
           2329	    977	   1029
           2330	    980	   1030
           2331	    982	   1027
           2332	    981	   1025
           2333	    976	   1023
           2334	    976	   1025
           2335	    975	   1028
           2336	    980	   1032
           2337	    982	   1030
           2338	    981	   1030
           2339	    976	   1031
           2340	    977	   1031
           2341	    980	   1034
           2342	    982	   1040
           2343	    986	   1045
           2344	    986	   1052
           2345	    985	   1060
           2346	    989	   1073
           2347	   1000	   1086
           2348	   1009	   1100
           2349	   1009	   1116
           2350	    996	   1140
           2351	    981	   1172
           2352	    968	   1204
           2353	    960	   1242
           2354	    955	   1274
           2355	    941	   1302
           2356	    928	   1333
           2357	    924	   1372
           2358	    933	   1416
           2359	    953	   1443
           2360	    983	   1437
           2361	   1011	   1388
           2362	   1027	   1300
           2363	   1024	   1193
           2364	    996	   1106
           2365	    950	   1055
           2366	    909	   1031
           2367	    893	   1020
           2368	    895	   1015
           2369	    901	   1016
           2370	    914	   1023
           2371	    937	   1024
           2372	    959	   1023
           2373	    974	   1022
           2374	    977	   1020
           2375	    977	   1016
           2376	    977	   1014
           2377	    978	   1013
           2378	    982	   1014
           2379	    982	   1011
           2380	    987	   1009
           2381	    984	   1004
           2382	    983	   1005
           2383	    986	   1008
           2384	    988	   1013
           2385	    991	   1011
           2386	    991	   1008
           2387	    992	   1004
           2388	    989	   1006
           2389	    993	   1007
           2390	    996	   1008
           2391	    998	   1009
           2392	    996	   1007
           2393	    994	   1006
           2394	    993	   1004
           2395	    996	   1006
           2396	    999	   1007
           2397	   1000	   1007
           2398	    996	   1005
           2399	    995	   1004
           2400	    996	   1004
           2401	    996	   1004
           2402	   1000	   1007
           2403	   1001	   1005
           2404	    999	   1002
           2405	    998	    999
           2406	    993	   1001
           2407	    998	   1005
           2408	   1001	   1009
           2409	   1001	   1007
           2410	   1002	   1003
           2411	   1000	   1000
           2412	    999	   1000
           2413	   1001	   1003
           2414	   1001	   1006
           2415	   1005	   1006
           2416	   1004	   1003
           2417	   1002	   1004
           2418	   1000	   1005
           2419	   1002	   1006
           2420	   1003	   1006
           2421	   1007	   1007
           2422	   1008	   1004
           2423	   1002	   1002
           2424	   1001	   1005
           2425	   1006	   1006
           2426	   1010	   1011
           2427	   1012	   1008
           2428	   1011	   1007
           2429	   1008	   1004
           2430	   1009	   1007
           2431	   1010	   1009
           2432	   1016	   1012
           2433	   1017	   1013
           2434	   1015	   1011
           2435	   1012	   1011
           2436	   1010	   1009
           2437	   1015	   1013
           2438	   1017	   1019
           2439	   1018	   1018
           2440	   1018	   1018
           2441	   1017	   1018
           2442	   1017	   1020
           2443	   1019	   1023
           2444	   1023	   1025
           2445	   1028	   1026
           2446	   1028	   1027
           2447	   1024	   1030
           2448	   1025	   1034
           2449	   1027	   1036
           2450	   1030	   1043
           2451	   1036	   1043
           2452	   1035	   1045
           2453	   1033	   1047
           2454	   1034	   1052
           2455	   1035	   1058
           2456	   1039	   1064
           2457	   1042	   1064
           2458	   1040	   1067
           2459	   1038	   1067
           2460	   1035	   1071
           2461	   1035	   1077
           2462	   1038	   1082
           2463	   1039	   1080
           2464	   1036	   1079
           2465	   1030	   1075
           2466	   1029	   1073
           2467	   1025	   1075
           2468	   1027	   1074
           2469	   1027	   1073
           2470	   1023	   1068
           2471	   1019	   1061
           2472	   1014	   1059
           2473	   1011	   1057
           2474	   1012	   1054
           2475	   1010	   1052
           2476	   1006	   1048
           2477	   1000	   1044
           2478	    997	   1044
           2479	    996	   1044
           2480	    995	   1043
           2481	    997	   1041
           2482	    994	   1039
           2483	    992	   1036
           2484	    991	   1037
           2485	    990	   1037
           2486	    990	   1038
           2487	    992	   1038
           2488	    990	   1034
           2489	    987	   1031
           2490	    986	   1032
           2491	    986	   1036
           2492	    986	   1037
           2493	    987	   1035
           2494	    988	   1032
           2495	    986	   1028
           2496	    985	   1032
           2497	    984	   1030
           2498	    987	   1032
           2499	    989	   1031
           2500	    987	   1027
           2501	    986	   1027
           2502	    982	   1028
           2503	    982	   1028
           2504	    984	   1029
           2505	    984	   1027
           2506	    984	   1024
           2507	    983	   1024
           2508	    979	   1023
           2509	    979	   1025
           2510	    984	   1029
           2511	    986	   1026
           2512	    984	   1023
           2513	    983	   1018
           2514	    978	   1019
           2515	    981	   1023
           2516	    980	   1025
           2517	    985	   1024
           2518	    986	   1024
           2519	    981	   1022
           2520	    978	   1022
           2521	    980	   1023
           2522	    982	   1025
           2523	    986	   1026
           2524	    985	   1023
           2525	    979	   1021
           2526	    979	   1023
           2527	    978	   1027
           2528	    984	   1027
           2529	    984	   1026
           2530	    982	   1023
           2531	    977	   1023
           2532	    978	   1024
           2533	    980	   1026
           2534	    980	   1027
           2535	    984	   1029
           2536	    981	   1024
           2537	    979	   1023
           2538	    974	   1022
           2539	    977	   1027
           2540	    979	   1030
           2541	    982	   1026
           2542	    985	   1023
           2543	    979	   1024
           2544	    977	   1024
           2545	    979	   1024
           2546	    980	   1025
           2547	    979	   1025
           2548	    982	   1022
           2549	    978	   1022
           2550	    976	   1020
           2551	    978	   1024
           2552	    979	   1023
           2553	    978	   1022
           2554	    974	   1021
           2555	    972	   1021
           2556	    972	   1020
           2557	    974	   1024
           2558	    975	   1024
           2559	    978	   1021
           2560	    975	   1019
           2561	    973	   1016
           2562	    970	   1018
           2563	    970	   1020
           2564	    974	   1024
           2565	    976	   1024
           2566	    973	   1021
           2567	    972	   1019
           2568	    973	   1022
           2569	    972	   1021
           2570	    974	   1024
           2571	    976	   1023
           2572	    972	   1022
           2573	    971	   1018
           2574	    968	   1022
           2575	    973	   1021
           2576	    973	   1023
           2577	    974	   1022
           2578	    974	   1019
           2579	    972	   1014
           2580	    968	   1019
           2581	    969	   1018
           2582	    972	   1024
           2583	    974	   1023
           2584	    973	   1018
           2585	    966	   1017
           2586	    968	   1018
           2587	    968	   1019
           2588	    972	   1023
           2589	    974	   1021
           2590	    974	   1021
           2591	    970	   1016
           2592	    969	   1020
           2593	    970	   1019
           2594	    973	   1020
           2595	    973	   1020
           2596	    974	   1021
           2597	    968	   1020
           2598	    967	   1019
           2599	    970	   1022
           2600	    971	   1024
           2601	    973	   1021
           2602	    971	   1017
           2603	    968	   1016
           2604	    968	   1017
           2605	    966	   1020
           2606	    972	   1021
