       sample #	     V5	     V2
           1399	    988	   1351
           1400	    984	   1356
           1401	    980	   1361
           1402	    978	   1366
           1403	    979	   1375
           1404	    977	   1380
           1405	    976	   1385
           1406	    973	   1389
           1407	    974	   1389
           1408	    973	   1395
           1409	    976	   1402
           1410	    978	   1405
           1411	    977	   1408
           1412	    978	   1408
           1413	    976	   1405
           1414	    976	   1405
           1415	    978	   1407
           1416	    981	   1406
           1417	    979	   1402
           1418	    980	   1395
           1419	    982	   1388
           1420	    982	   1385
           1421	    985	   1381
           1422	    985	   1373
           1423	    987	   1364
           1424	    986	   1353
           1425	    986	   1343
           1426	    987	   1334
           1427	    990	   1325
           1428	    991	   1318
           1429	    990	   1302
           1430	    992	   1291
           1431	    990	   1274
           1432	    991	   1262
           1433	    995	   1251
           1434	    994	   1241
           1435	    995	   1228
           1436	    994	   1213
           1437	    993	   1198
           1438	    992	   1185
           1439	    992	   1173
           1440	    994	   1165
           1441	    993	   1151
           1442	    994	   1137
           1443	    991	   1125
           1444	    989	   1117
           1445	    991	   1110
           1446	    991	   1101
           1447	    989	   1093
           1448	    987	   1080
           1449	    983	   1073
           1450	    983	   1066
           1451	    984	   1062
           1452	    985	   1058
           1453	    984	   1051
           1454	    981	   1042
           1455	    981	   1039
           1456	    979	   1032
           1457	    980	   1034
           1458	    982	   1031
           1459	    981	   1028
           1460	    981	   1024
           1461	    976	   1018
           1462	    975	   1017
           1463	    974	   1018
           1464	    976	   1019
           1465	    975	   1016
           1466	    974	   1013
           1467	    972	   1011
           1468	    972	   1013
           1469	    972	   1015
           1470	    974	   1015
           1471	    975	   1014
           1472	    973	   1011
           1473	    974	   1009
           1474	    971	   1011
           1475	    970	   1014
           1476	    975	   1015
           1477	    973	   1015
           1478	    974	   1011
           1479	    971	   1009
           1480	    969	   1014
           1481	    969	   1015
           1482	    971	   1016
           1483	    968	   1015
           1484	    968	   1013
           1485	    967	   1009
           1486	    966	   1011
           1487	    969	   1014
           1488	    970	   1013
           1489	    967	   1013
           1490	    969	   1012
           1491	    966	   1010
           1492	    965	   1013
           1493	    970	   1013
           1494	    969	   1013
           1495	    969	   1012
           1496	    967	   1012
           1497	    966	   1007
           1498	    965	   1007
           1499	    966	   1008
           1500	    966	   1009
           1501	    965	   1008
           1502	    963	   1004
           1503	    963	   1002
           1504	    962	   1002
           1505	    964	   1006
           1506	    966	   1006
           1507	    967	   1006
           1508	    963	    997
           1509	    965	    996
           1510	    962	    999
           1511	    962	    999
           1512	    964	    998
           1513	    963	    996
           1514	    961	    995
           1515	    959	    989
           1516	    960	    990
           1517	    963	    993
           1518	    963	    992
           1519	    960	    989
           1520	    961	    987
           1521	    958	    983
           1522	    959	    985
           1523	    959	    985
           1524	    961	    986
           1525	    963	    986
           1526	    960	    983
           1527	    956	    981
           1528	    958	    982
           1529	    960	    982
           1530	    960	    980
           1531	    960	    981
           1532	    959	    980
           1533	    957	    976
           1534	    957	    977
           1535	    955	    976
           1536	    958	    978
           1537	    960	    978
           1538	    959	    975
           1539	    956	    974
           1540	    955	    974
           1541	    956	    976
           1542	    960	    974
           1543	    961	    976
           1544	    957	    975
           1545	    955	    972
           1546	    957	    973
           1547	    957	    973
           1548	    958	    976
           1549	    957	    976
           1550	    957	    972
           1551	    956	    971
           1552	    956	    970
           1553	    958	    973
           1554	    960	    972
           1555	    958	    973
           1556	    957	    972
           1557	    955	    969
           1558	    954	    971
           1559	    957	    971
           1560	    959	    972
           1561	    960	    972
           1562	    958	    967
           1563	    956	    967
           1564	    955	    968
           1565	    958	    969
           1566	    959	    970
           1567	    959	    971
           1568	    957	    967
           1569	    955	    967
           1570	    956	    967
           1571	    955	    968
           1572	    960	    972
           1573	    961	    972
           1574	    958	    968
           1575	    957	    967
           1576	    956	    969
           1577	    958	    970
           1578	    958	    972
           1579	    959	    972
           1580	    960	    973
           1581	    957	    969
           1582	    958	    969
           1583	    959	    972
           1584	    961	    972
           1585	    961	    973
           1586	    958	    972
           1587	    956	    968
           1588	    958	    967
           1589	    959	    971
           1590	    962	    973
           1591	    963	    972
           1592	    962	    972
           1593	    962	    970
           1594	    959	    970
           1595	    961	    970
           1596	    964	    973
           1597	    964	    973
           1598	    963	    972
           1599	    962	    970
           1600	    962	    975
           1601	    964	    978
           1602	    966	    979
           1603	    968	    984
           1604	    969	    991
           1605	    971	   1015
           1606	    971	   1072
           1607	    978	   1147
           1608	    988	   1190
           1609	   1002	   1165
           1610	   1025	   1110
           1611	   1076	   1073
           1612	   1153	   1060
           1613	   1202	   1050
           1614	   1184	   1039
           1615	   1115	   1024
           1616	   1062	   1008
           1617	   1044	    984
           1618	   1043	    963
           1619	   1048	    939
           1620	   1048	    907
           1621	   1046	    872
           1622	   1045	    828
           1623	   1046	    789
           1624	   1044	    754
           1625	   1048	    729
           1626	   1048	    705
           1627	   1049	    679
           1628	   1043	    649
           1629	   1039	    609
           1630	   1036	    572
           1631	   1037	    537
           1632	   1040	    508
           1633	   1036	    482
           1634	   1030	    461
           1635	   1021	    440
           1636	   1014	    425
           1637	   1008	    410
           1638	   1001	    398
           1639	    990	    391
           1640	    979	    384
           1641	    966	    379
           1642	    954	    374
           1643	    943	    376
           1644	    931	    375
           1645	    915	    375
           1646	    904	    371
           1647	    899	    372
           1648	    906	    374
           1649	    914	    377
           1650	    923	    382
           1651	    929	    384
           1652	    933	    391
           1653	    932	    402
           1654	    933	    418
           1655	    932	    444
           1656	    935	    470
           1657	    936	    502
           1658	    938	    536
           1659	    942	    577
           1660	    946	    628
           1661	    956	    681
           1662	    965	    734
           1663	    965	    785
           1664	    964	    831
           1665	    961	    875
           1666	    953	    923
           1667	    958	    967
           1668	    958	   1007
           1669	    955	   1044
           1670	    953	   1077
           1671	    954	   1108
           1672	    954	   1136
           1673	    958	   1156
           1674	    960	   1171
           1675	    965	   1181
           1676	    963	   1188
           1677	    963	   1194
           1678	    962	   1203
           1679	    962	   1213
           1680	    964	   1220
           1681	    966	   1228
           1682	    968	   1232
           1683	    966	   1236
           1684	    967	   1243
           1685	    967	   1251
           1686	    969	   1257
           1687	    972	   1262
           1688	    970	   1269
           1689	    970	   1271
           1690	    970	   1279
           1691	    973	   1287
           1692	    973	   1292
           1693	    972	   1301
           1694	    972	   1304
           1695	    973	   1311
           1696	    971	   1318
           1697	    972	   1327
           1698	    976	   1332
           1699	    976	   1341
           1700	    976	   1348
           1701	    976	   1352
           1702	    974	   1358
           1703	    976	   1368
           1704	    979	   1377
           1705	    982	   1380
           1706	    980	   1385
           1707	    981	   1391
           1708	    981	   1398
           1709	    984	   1407
           1710	    984	   1412
           1711	    985	   1415
           1712	    984	   1419
           1713	    984	   1423
           1714	    985	   1430
           1715	    987	   1432
           1716	    990	   1436
           1717	    992	   1439
           1718	    994	   1436
           1719	    994	   1437
           1720	    992	   1436
           1721	    995	   1438
           1722	    996	   1438
           1723	    996	   1431
           1724	    996	   1425
           1725	    996	   1418
           1726	    996	   1414
           1727	    997	   1410
           1728	    999	   1399
           1729	    999	   1389
           1730	   1002	   1379
           1731	   1001	   1364
           1732	    999	   1356
           1733	   1006	   1346
           1734	   1008	   1331
           1735	   1008	   1318
           1736	   1008	   1303
           1737	   1006	   1286
           1738	   1005	   1268
           1739	   1007	   1253
           1740	   1008	   1238
           1741	   1009	   1220
           1742	   1008	   1203
           1743	   1006	   1187
           1744	   1007	   1171
           1745	   1007	   1160
           1746	   1008	   1151
           1747	   1006	   1134
           1748	   1004	   1122
           1749	   1002	   1109
           1750	    997	   1100
           1751	    998	   1096
           1752	    999	   1092
           1753	    997	   1085
           1754	    994	   1075
           1755	    989	   1068
           1756	    986	   1062
           1757	    984	   1060
           1758	    984	   1056
           1759	    985	   1051
           1760	    982	   1045
           1761	    978	   1040
           1762	    980	   1037
           1763	    978	   1038
           1764	    980	   1039
           1765	    980	   1034
           1766	    975	   1033
           1767	    970	   1028
           1768	    973	   1029
           1769	    973	   1028
           1770	    974	   1030
           1771	    973	   1029
           1772	    972	   1026
           1773	    973	   1023
           1774	    971	   1024
           1775	    971	   1025
           1776	    974	   1027
           1777	    973	   1027
           1778	    973	   1025
           1779	    970	   1027
           1780	    969	   1026
           1781	    970	   1028
           1782	    971	   1028
           1783	    970	   1027
           1784	    971	   1029
           1785	    969	   1023
           1786	    968	   1025
           1787	    969	   1030
           1788	    970	   1030
           1789	    969	   1030
           1790	    967	   1027
           1791	    965	   1023
           1792	    965	   1027
           1793	    966	   1029
           1794	    969	   1027
           1795	    967	   1030
           1796	    963	   1026
           1797	    964	   1024
           1798	    965	   1023
           1799	    965	   1024
           1800	    966	   1026
           1801	    966	   1023
           1802	    966	   1021
           1803	    963	   1018
           1804	    962	   1020
           1805	    961	   1022
           1806	    965	   1021
           1807	    963	   1017
           1808	    962	   1016
           1809	    961	   1013
           1810	    958	   1013
           1811	    960	   1015
           1812	    960	   1015
           1813	    961	   1013
           1814	    958	   1009
           1815	    955	   1008
           1816	    956	   1009
           1817	    957	   1009
           1818	    959	   1010
           1819	    957	   1007
           1820	    959	   1006
           1821	    958	   1004
           1822	    956	   1005
           1823	    957	   1005
           1824	    960	   1004
           1825	    958	   1003
           1826	    957	   1001
           1827	    957	   1000
           1828	    955	   1000
           1829	    957	   1002
           1830	    958	   1001
           1831	    958	   1002
           1832	    956	    998
           1833	    954	    996
           1834	    956	    998
           1835	    956	   1002
           1836	    958	   1001
           1837	    959	   1001
           1838	    958	    997
           1839	    956	    995
           1840	    956	    993
           1841	    957	    997
           1842	    958	    997
           1843	    958	    997
           1844	    958	    996
           1845	    956	    992
           1846	    954	    995
           1847	    956	    996
           1848	    958	    996
           1849	    958	    996
           1850	    958	    994
           1851	    957	    992
           1852	    956	    991
           1853	    955	    995
           1854	    958	    995
           1855	    957	    997
           1856	    957	    993
           1857	    956	    991
           1858	    957	    994
           1859	    959	    994
           1860	    960	    995
           1861	    960	    996
           1862	    960	    991
           1863	    958	    990
           1864	    960	    991
           1865	    961	    994
           1866	    962	    993
           1867	    960	    991
           1868	    958	    991
           1869	    957	    990
           1870	    957	    992
           1871	    960	    994
           1872	    961	    994
           1873	    958	    993
           1874	    959	    991
           1875	    961	    990
           1876	    962	    990
           1877	    963	    992
           1878	    967	    991
           1879	    965	    994
           1880	    965	    992
           1881	    963	    987
           1882	    960	    989
           1883	    963	    988
           1884	    968	    993
           1885	    969	    992
           1886	    967	    989
           1887	    966	    988
           1888	    964	    987
           1889	    966	    992
           1890	    967	    992
           1891	    968	    991
           1892	    965	    988
           1893	    965	    987
           1894	    965	    990
           1895	    967	    990
           1896	    967	    994
           1897	    968	    992
           1898	    968	    993
           1899	    968	    992
           1900	    969	    994
           1901	    970	   1001
           1902	    972	   1018
           1903	    978	   1061
           1904	    982	   1142
           1905	    992	   1193
           1906	   1007	   1178
           1907	   1043	   1127
           1908	   1108	   1091
           1909	   1186	   1077
           1910	   1211	   1063
           1911	   1171	   1049
           1912	   1101	   1035
           1913	   1061	   1019
           1914	   1052	    994
           1915	   1054	    964
           1916	   1055	    930
           1917	   1053	    893
           1918	   1053	    855
           1919	   1053	    814
           1920	   1054	    773
           1921	   1055	    739
           1922	   1052	    707
           1923	   1050	    678
           1924	   1046	    651
           1925	   1047	    622
           1926	   1046	    586
           1927	   1049	    542
           1928	   1047	    506
           1929	   1044	    480
           1930	   1037	    463
           1931	   1032	    449
           1932	   1028	    432
           1933	   1022	    419
           1934	   1010	    406
           1935	    996	    399
           1936	    985	    396
           1937	    974	    395
           1938	    965	    392
           1939	    951	    388
           1940	    933	    386
           1941	    918	    386
           1942	    908	    388
           1943	    912	    388
           1944	    918	    392
           1945	    929	    392
           1946	    933	    397
           1947	    932	    405
           1948	    932	    423
           1949	    930	    444
           1950	    931	    472
           1951	    933	    506
           1952	    938	    545
           1953	    939	    592
           1954	    947	    649
           1955	    958	    706
           1956	    966	    760
           1957	    970	    817
           1958	    968	    868
           1959	    961	    915
           1960	    960	    961
           1961	    962	   1007
           1962	    960	   1044
           1963	    960	   1081
           1964	    960	   1111
           1965	    961	   1135
           1966	    961	   1159
           1967	    967	   1174
           1968	    973	   1187
           1969	    975	   1194
           1970	    974	   1201
           1971	    972	   1209
           1972	    974	   1219
           1973	    974	   1227
           1974	    977	   1234
           1975	    977	   1242
           1976	    975	   1247
           1977	    976	   1252
           1978	    975	   1258
           1979	    978	   1268
           1980	    980	   1273
           1981	    982	   1278
           1982	    977	   1281
           1983	    978	   1287
           1984	    979	   1298
           1985	    983	   1304
           1986	    985	   1311
           1987	    982	   1319
           1988	    987	   1325
           1989	    985	   1331
           1990	    985	   1338
           1991	    988	   1346
           1992	    989	   1354
           1993	    989	   1360
           1994	    991	   1364
           1995	    986	   1371
           1996	    987	   1379
           1997	    989	   1388
           1998	    991	   1395
           1999	    992	   1402
           2000	    991	   1410
           2001	    995	   1411
           2002	    995	   1416
           2003	    998	   1425
           2004	   1001	   1427
           2005	   1001	   1431
           2006	   1002	   1433
           2007	   1001	   1429
           2008	   1002	   1434
           2009	   1003	   1437
           2010	   1005	   1436
           2011	   1006	   1433
           2012	   1005	   1430
           2013	   1008	   1424
           2014	   1005	   1419
           2015	   1009	   1417
           2016	   1011	   1413
           2017	   1011	   1404
           2018	   1011	   1393
           2019	   1010	   1381
           2020	   1012	   1377
           2021	   1015	   1368
           2022	   1016	   1359
           2023	   1018	   1346
           2024	   1019	   1333
           2025	   1018	   1318
           2026	   1015	   1306
           2027	   1020	   1293
           2028	   1019	   1277
           2029	   1020	   1264
           2030	   1019	   1245
           2031	   1014	   1226
           2032	   1016	   1215
           2033	   1017	   1201
           2034	   1022	   1190
           2035	   1023	   1174
           2036	   1022	   1158
           2037	   1018	   1145
           2038	   1018	   1135
           2039	   1018	   1125
           2040	   1015	   1117
           2041	   1016	   1106
           2042	   1013	   1094
           2043	   1012	   1085
           2044	   1007	   1079
           2045	   1005	   1074
           2046	   1005	   1071
           2047	   1005	   1063
           2048	   1002	   1060
           2049	   1002	   1053
           2050	   1002	   1053
           2051	   1000	   1052
           2052	   1000	   1049
           2053	    998	   1042
           2054	    996	   1039
           2055	    992	   1035
           2056	    990	   1036
           2057	    991	   1037
           2058	    990	   1037
           2059	    987	   1032
           2060	    987	   1031
           2061	    984	   1028
           2062	    983	   1029
           2063	    984	   1029
           2064	    987	   1028
           2065	    986	   1029
           2066	    984	   1026
           2067	    986	   1024
           2068	    984	   1025
           2069	    987	   1026
           2070	    988	   1029
           2071	    987	   1027
           2072	    986	   1024
           2073	    983	   1025
           2074	    980	   1027
           2075	    982	   1027
           2076	    984	   1030
           2077	    984	   1030
           2078	    985	   1028
           2079	    983	   1030
           2080	    984	   1028
           2081	    985	   1031
           2082	    984	   1031
           2083	    984	   1031
           2084	    981	   1028
           2085	    980	   1027
           2086	    981	   1029
           2087	    983	   1030
           2088	    985	   1029
           2089	    985	   1029
           2090	    983	   1025
           2091	    979	   1021
           2092	    979	   1027
           2093	    977	   1027
           2094	    979	   1026
           2095	    979	   1024
           2096	    979	   1021
           2097	    977	   1019
           2098	    975	   1019
           2099	    975	   1022
           2100	    975	   1021
           2101	    975	   1020
           2102	    975	   1017
           2103	    975	   1014
           2104	    973	   1016
           2105	    974	   1013
           2106	    975	   1015
           2107	    972	   1013
           2108	    972	   1008
           2109	    971	   1009
           2110	    970	   1009
           2111	    973	   1010
           2112	    973	   1010
           2113	    972	   1008
           2114	    973	   1005
           2115	    973	   1006
           2116	    971	   1004
           2117	    972	   1005
           2118	    974	   1004
           2119	    968	   1004
           2120	    971	   1000
           2121	    971	    998
           2122	    969	   1000
           2123	    971	    999
           2124	    971	   1001
           2125	    971	    999
           2126	    969	    996
           2127	    970	    997
           2128	    968	    997
           2129	    971	    996
           2130	    973	    995
           2131	    974	    997
           2132	    969	    996
           2133	    968	    994
           2134	    969	    994
           2135	    969	    995
           2136	    970	    994
           2137	    969	    994
           2138	    972	    993
           2139	    970	    993
           2140	    971	    994
           2141	    969	    995
           2142	    973	    993
           2143	    973	    996
           2144	    972	    992
           2145	    971	    992
           2146	    970	    990
           2147	    972	    992
           2148	    974	    994
           2149	    972	    992
           2150	    973	    992
           2151	    971	    988
           2152	    972	    990
           2153	    974	    992
           2154	    976	    990
           2155	    974	    991
           2156	    973	    990
           2157	    972	    988
           2158	    972	    990
           2159	    973	    994
           2160	    974	    992
           2161	    973	    991
           2162	    975	    990
           2163	    970	    988
           2164	    969	    989
           2165	    970	    991
           2166	    973	    991
           2167	    973	    990
           2168	    972	    989
           2169	    971	    987
           2170	    972	    989
           2171	    972	    989
           2172	    973	    990
           2173	    975	    990
           2174	    975	    989
           2175	    973	    987
           2176	    972	    988
           2177	    973	    989
           2178	    973	    990
           2179	    974	    989
           2180	    974	    988
           2181	    972	    985
           2182	    971	    988
           2183	    973	    991
           2184	    976	    992
           2185	    975	    990
           2186	    975	    990
           2187	    974	    989
           2188	    973	    990
           2189	    976	    994
           2190	    979	    996
           2191	    980	   1002
           2192	    980	   1005
           2193	    979	   1025
           2194	    979	   1079
           2195	    989	   1165
           2196	   1001	   1215
           2197	   1017	   1185
           2198	   1055	   1124
           2199	   1126	   1091
           2200	   1200	   1077
           2201	   1215	   1071
           2202	   1161	   1059
           2203	   1093	   1042
           2204	   1061	   1022
           2205	   1055	    994
           2206	   1059	    964
           2207	   1062	    934
           2208	   1063	    899
           2209	   1063	    857
           2210	   1061	    812
           2211	   1062	    771
           2212	   1062	    740
           2213	   1064	    712
           2214	   1063	    686
           2215	   1057	    654
           2216	   1052	    617
           2217	   1051	    571
           2218	   1050	    531
           2219	   1050	    506
           2220	   1049	    485
           2221	   1041	    466
           2222	   1033	    444
           2223	   1021	    423
           2224	   1009	    411
           2225	   1000	    405
           2226	    990	    399
           2227	    976	    394
           2228	    960	    389
           2229	    946	    385
           2230	    928	    386
           2231	    913	    388
           2232	    908	    389
           2233	    909	    392
           2234	    916	    393
           2235	    922	    395
           2236	    927	    403
           2237	    930	    418
           2238	    934	    439
           2239	    934	    462
           2240	    936	    494
           2241	    937	    528
           2242	    941	    574
           2243	    950	    626
           2244	    956	    680
           2245	    967	    738
           2246	    971	    792
           2247	    968	    841
           2248	    967	    889
           2249	    966	    939
           2250	    967	    984
           2251	    965	   1022
           2252	    963	   1059
           2253	    961	   1098
           2254	    963	   1130
           2255	    967	   1153
           2256	    970	   1168
           2257	    974	   1180
           2258	    972	   1187
           2259	    972	   1194
           2260	    971	   1205
           2261	    972	   1214
           2262	    976	   1221
           2263	    977	   1228
           2264	    975	   1235
           2265	    975	   1237
           2266	    974	   1247
           2267	    974	   1255
           2268	    979	   1263
           2269	    980	   1271
           2270	    977	   1272
           2271	    974	   1277
           2272	    975	   1288
           2273	    978	   1295
           2274	    980	   1304
           2275	    981	   1310
           2276	    981	   1313
           2277	    976	   1321
           2278	    979	   1330
           2279	    982	   1337
           2280	    985	   1347
           2281	    984	   1353
           2282	    983	   1358
           2283	    978	   1365
           2284	    981	   1372
           2285	    983	   1381
           2286	    985	   1386
           2287	    986	   1395
           2288	    987	   1399
           2289	    987	   1402
           2290	    989	   1407
           2291	    991	   1417
           2292	    992	   1422
           2293	    993	   1423
           2294	    992	   1426
           2295	    992	   1424
           2296	    992	   1428
           2297	    998	   1429
           2298	    998	   1432
           2299	   1000	   1428
           2300	    999	   1422
           2301	   1000	   1420
           2302	   1002	   1416
           2303	   1005	   1413
           2304	   1008	   1407
           2305	   1009	   1398
           2306	   1006	   1389
           2307	   1005	   1379
           2308	   1004	   1370
           2309	   1010	   1361
           2310	   1010	   1349
           2311	   1008	   1336
           2312	   1007	   1320
           2313	   1008	   1306
           2314	   1009	   1295
           2315	   1014	   1284
           2316	   1015	   1267
           2317	   1013	   1256
           2318	   1012	   1239
           2319	   1011	   1221
           2320	   1009	   1212
           2321	   1012	   1200
           2322	   1012	   1187
           2323	   1012	   1174
           2324	   1010	   1159
           2325	   1008	   1147
           2326	   1004	   1138
           2327	   1004	   1128
           2328	   1007	   1120
           2329	   1005	   1110
           2330	   1002	   1100
           2331	    999	   1091
           2332	    996	   1086
           2333	    997	   1082
           2334	    996	   1074
           2335	    998	   1069
           2336	    996	   1063
           2337	    993	   1057
           2338	    990	   1054
           2339	    991	   1051
           2340	    991	   1050
           2341	    991	   1047
           2342	    990	   1042
           2343	    988	   1038
           2344	    989	   1038
           2345	    988	   1038
           2346	    989	   1038
           2347	    989	   1035
           2348	    987	   1034
           2349	    985	   1032
           2350	    984	   1033
           2351	    986	   1032
           2352	    987	   1036
           2353	    986	   1033
           2354	    984	   1032
           2355	    981	   1030
           2356	    979	   1030
           2357	    982	   1034
           2358	    984	   1032
           2359	    983	   1032
           2360	    981	   1031
           2361	    983	   1029
           2362	    980	   1031
           2363	    982	   1032
           2364	    984	   1034
           2365	    982	   1035
           2366	    982	   1033
           2367	    981	   1032
           2368	    980	   1033
           2369	    982	   1036
           2370	    985	   1037
           2371	    982	   1039
           2372	    981	   1040
           2373	    977	   1036
           2374	    976	   1039
           2375	    978	   1042
           2376	    980	   1042
           2377	    980	   1043
           2378	    978	   1037
           2379	    975	   1036
           2380	    974	   1039
           2381	    975	   1041
           2382	    976	   1039
           2383	    979	   1038
           2384	    978	   1034
           2385	    979	   1030
           2386	    977	   1030
           2387	    980	   1030
           2388	    982	   1028
           2389	    980	   1023
           2390	    978	   1019
           2391	    978	   1014
           2392	    980	   1014
           2393	    982	   1013
           2394	    986	   1010
           2395	    985	   1008
           2396	    984	   1005
           2397	    978	    998
           2398	    977	    998
           2399	    978	   1000
           2400	    980	   1000
           2401	    980	    999
           2402	    978	    998
           2403	    978	    996
           2404	    975	   1000
           2405	    976	   1000
           2406	    976	   1000
           2407	    975	    998
           2408	    972	    996
           2409	    968	    995
           2410	    963	    994
           2411	    967	    996
           2412	    968	    996
           2413	    968	    997
           2414	    967	    993
           2415	    965	    990
           2416	    962	    993
           2417	    965	    992
           2418	    967	    995
           2419	    969	    991
           2420	    965	    991
           2421	    962	    989
           2422	    962	    991
           2423	    961	    990
           2424	    965	    991
           2425	    965	    989
           2426	    961	    987
           2427	    960	    986
           2428	    960	    987
           2429	    963	    990
           2430	    965	    991
           2431	    964	    987
           2432	    960	    985
           2433	    961	    983
           2434	    961	    986
           2435	    963	    987
           2436	    965	    988
           2437	    963	    986
           2438	    962	    987
           2439	    962	    984
           2440	    962	    986
           2441	    964	    990
           2442	    964	    989
           2443	    964	    989
           2444	    961	    985
           2445	    960	    984
           2446	    962	    986
           2447	    963	    987
           2448	    965	    988
           2449	    965	    988
           2450	    964	    985
           2451	    965	    981
           2452	    962	    986
           2453	    963	    987
           2454	    963	    988
           2455	    965	    990
           2456	    964	    987
           2457	    964	    986
           2458	    964	    985
           2459	    965	    987
           2460	    967	    989
           2461	    967	    988
           2462	    966	    985
           2463	    962	    986
           2464	    963	    988
           2465	    966	    989
           2466	    967	    989
           2467	    966	    989
           2468	    964	    986
           2469	    966	    984
           2470	    964	    985
           2471	    967	    990
           2472	    967	    989
           2473	    967	    991
           2474	    967	    987
           2475	    968	    988
           2476	    969	    991
           2477	    970	    996
           2478	    974	   1000
           2479	    974	   1005
           2480	    973	   1013
           2481	    974	   1040
           2482	    978	   1095
           2483	    986	   1160
           2484	    998	   1170
           2485	   1018	   1127
           2486	   1069	   1084
           2487	   1141	   1065
           2488	   1181	   1056
           2489	   1154	   1046
           2490	   1092	   1035
           2491	   1054	   1012
           2492	   1046	    986
           2493	   1048	    954
           2494	   1055	    920
           2495	   1055	    885
           2496	   1055	    843
           2497	   1054	    800
           2498	   1055	    754
           2499	   1056	    717
           2500	   1057	    687
           2501	   1055	    658
           2502	   1053	    630
           2503	   1049	    599
           2504	   1051	    564
           2505	   1051	    533
           2506	   1051	    510
           2507	   1049	    494
           2508	   1046	    481
           2509	   1039	    465
           2510	   1032	    444
           2511	   1020	    428
           2512	   1009	    423
           2513	   1000	    419
           2514	    990	    413
           2515	    978	    406
           2516	    967	    400
           2517	    949	    397
           2518	    931	    396
           2519	    928	    396
           2520	    932	    399
           2521	    943	    403
           2522	    950	    404
           2523	    951	    410
           2524	    951	    422
           2525	    952	    441
           2526	    951	    460
           2527	    949	    479
           2528	    948	    501
           2529	    944	    524
           2530	    945	    554
           2531	    948	    590
           2532	    953	    634
           2533	    958	    683
           2534	    959	    728
           2535	    960	    776
           2536	    958	    822
           2537	    958	    872
           2538	    960	    915
           2539	    959	    959
           2540	    957	    997
           2541	    954	   1031
           2542	    952	   1066
           2543	    954	   1099
           2544	    954	   1130
           2545	    955	   1152
           2546	    959	   1168
           2547	    959	   1181
           2548	    957	   1195
           2549	    961	   1208
           2550	    964	   1217
           2551	    967	   1225
           2552	    965	   1233
           2553	    964	   1240
           2554	    962	   1251
           2555	    965	   1262
           2556	    969	   1270
           2557	    969	   1278
           2558	    970	   1285
           2559	    967	   1291
           2560	    966	   1299
           2561	    970	   1311
           2562	    974	   1320
           2563	    971	   1326
           2564	    971	   1333
           2565	    968	   1339
           2566	    969	   1351
           2567	    969	   1361
           2568	    973	   1369
           2569	    973	   1378
           2570	    973	   1382
           2571	    972	   1390
           2572	    971	   1397
           2573	    975	   1406
           2574	    976	   1412
           2575	    977	   1419
           2576	    976	   1425
           2577	    976	   1427
           2578	    976	   1437
           2579	    979	   1440
           2580	    981	   1445
           2581	    982	   1447
           2582	    980	   1447
           2583	    983	   1449
           2584	    985	   1453
           2585	    986	   1456
           2586	    990	   1458
           2587	    989	   1455
           2588	    989	   1450
           2589	    988	   1444
           2590	    988	   1441
           2591	    995	   1437
           2592	    996	   1432
           2593	    995	   1426
           2594	    996	   1414
           2595	    996	   1404
           2596	    995	   1397
           2597	   1000	   1388
           2598	   1003	   1378
           2599	   1002	   1366
           2600	   1000	   1351
           2601	    999	   1339
           2602	   1000	   1329
           2603	   1001	   1318
           2604	   1005	   1304
           2605	   1005	   1292
           2606	   1002	   1274
           2607	   1002	   1263
           2608	   1001	   1249
           2609	   1002	   1237
           2610	   1003	   1226
           2611	   1003	   1211
           2612	   1002	   1197
           2613	   1001	   1185
           2614	    997	   1175
           2615	    999	   1164
           2616	   1000	   1154
           2617	    998	   1141
           2618	    998	   1132
           2619	    995	   1118
           2620	    994	   1111
           2621	    994	   1108
           2622	    995	   1100
           2623	    994	   1094
           2624	    993	   1085
           2625	    989	   1077
           2626	    987	   1072
           2627	    990	   1070
           2628	    988	   1065
           2629	    990	   1062
           2630	    986	   1056
           2631	    986	   1051
           2632	    985	   1047
           2633	    986	   1049
           2634	    988	   1043
           2635	    986	   1039
           2636	    984	   1035
           2637	    982	   1033
           2638	    984	   1033
           2639	    985	   1033
           2640	    987	   1029
           2641	    988	   1031
           2642	    984	   1026
           2643	    982	   1025
           2644	    983	   1025
           2645	    984	   1025
           2646	    987	   1026
           2647	    984	   1022
           2648	    983	   1020
           2649	    982	   1021
           2650	    983	   1022
           2651	    983	   1024
           2652	    984	   1026
           2653	    984	   1022
           2654	    982	   1021
           2655	    982	   1020
           2656	    980	   1021
           2657	    984	   1025
           2658	    986	   1024
           2659	    984	   1023
           2660	    982	   1024
           2661	    981	   1021
           2662	    979	   1024
           2663	    981	   1025
           2664	    985	   1024
           2665	    983	   1024
           2666	    982	   1024
           2667	    980	   1022
           2668	    980	   1025
           2669	    982	   1027
           2670	    984	   1026
           2671	    982	   1028
           2672	    981	   1024
           2673	    981	   1023
           2674	    980	   1024
           2675	    981	   1025
           2676	    982	   1026
           2677	    982	   1024
           2678	    981	   1023
           2679	    981	   1020
           2680	    978	   1022
           2681	    981	   1023
           2682	    982	   1022
           2683	    981	   1019
           2684	    979	   1020
           2685	    978	   1016
           2686	    975	   1018
           2687	    979	   1018
           2688	    980	   1017
           2689	    979	   1016
           2690	    978	   1013
           2691	    975	   1011
           2692	    976	   1011
           2693	    977	   1012
